"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 01, 2021","6,972.0","6,960.0","7,428.0","6,467.0","104.23M","1.03%"
"Jan 01, 2022","5,595.0","6,960.0","7,136.0","5,013.0","110.22M","-19.75%"
"Feb 01, 2022","4,819.0","5,695.0","6,082.0","4,485.0","117.39M","-13.87%"
"Mar 01, 2022","5,414.0","4,959.0","5,625.0","4,435.0","130.57M","12.35%"
"Apr 01, 2022","4,818.0","5,390.0","5,676.0","4,600.0","80.18M","-11.01%"
"May 01, 2022","4,734.0","4,976.0","4,998.0","4,247.0","162.02M","-1.74%"
"Jun 01, 2022","3,995.0","4,752.0","4,813.0","3,708.0","121.84M","-15.61%"
"Jul 01, 2022","4,953.0","4,046.0","5,029.0","3,867.0","101.75M","23.98%"
"Aug 01, 2022","4,483.0","5,023.0","5,215.0","4,308.0","107.45M","-9.49%"
"Sep 01, 2022","4,646.0","4,420.0","4,720.0","4,420.0","5.03M","3.64%"
