"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 01, 2005","11,530.0","8,590.0","12,480.0","8,380.0","20.25M","35.81%"
"Jan 01, 2006","10,610.0","11,660.0","11,850.0","9,190.0","15.05M","-7.98%"
"Feb 01, 2006","10,160.0","10,420.0","10,910.0","9,620.0","11.39M","-4.24%"
"Mar 01, 2006","11,510.0","9,960.0","11,550.0","9,770.0","9.90M","13.29%"
"Apr 01, 2006","10,820.0","11,550.0","12,200.0","10,630.0","10.09M","-5.99%"
"May 01, 2006","9,790.0","10,830.0","10,970.0","9,600.0","9.02M","-9.52%"
"Jun 01, 2006","9,350.0","9,790.0","10,230.0","8,830.0","13.23M","-4.49%"
"Jul 01, 2006","9,330.0","9,460.0","9,860.0","8,680.0","9.42M","-0.21%"
"Aug 01, 2006","10,950.0","9,230.0","11,090.0","9,140.0","9.89M","17.36%"
"Sep 01, 2006","11,090.0","10,900.0","11,220.0","10,210.0","10.50M","1.28%"
"Oct 01, 2006","11,070.0","11,250.0","11,700.0","10,810.0","10.79M","-0.18%"
"Nov 01, 2006","10,210.0","10,920.0","11,130.0","9,560.0","11.54M","-7.77%"
"Dec 01, 2006","11,360.0","10,300.0","11,590.0","10,140.0","12.08M","11.26%"
"Jan 01, 2007","9,530.0","11,550.0","11,640.0","9,330.0","19.38M","-16.11%"
"Feb 01, 2007","9,680.0","9,520.0","10,230.0","9,130.0","13.41M","1.57%"
"Mar 01, 2007","9,150.0","9,480.0","9,770.0","8,530.0","18.44M","-5.48%"
"Apr 01, 2007","8,250.0","9,160.0","9,430.0","8,110.0","16.25M","-9.84%"
"May 01, 2007","9,430.0","8,230.0","9,470.0","8,040.0","12.39M","14.30%"
"Jun 01, 2007","8,770.0","9,380.0","9,430.0","8,500.0","13.28M","-7.00%"
"Jul 01, 2007","6,750.0","8,820.0","8,980.0","6,660.0","17.83M","-23.03%"
"Aug 01, 2007","6,790.0","6,670.0","7,600.0","6,360.0","22.93M","0.59%"
"Sep 01, 2007","6,630.0","6,780.0","6,990.0","5,970.0","13.99M","-2.36%"
"Oct 01, 2007","6,620.0","6,720.0","7,770.0","6,410.0","16.99M","-0.15%"
"Nov 01, 2007","7,300.0","6,600.0","7,650.0","6,170.0","16.34M","10.27%"
"Dec 01, 2007","7,980.0","7,300.0","8,400.0","7,280.0","15.06M","9.32%"
"Jan 01, 2008","7,870.0","7,550.0","8,710.0","7,470.0","22.17M","-1.38%"
"Feb 01, 2008","7,820.0","7,590.0","8,130.0","7,440.0","14.31M","-0.64%"
"Mar 01, 2008","8,790.0","7,620.0","8,940.0","7,270.0","20.74M","12.40%"
"Apr 01, 2008","9,680.0","8,690.0","10,200.0","8,640.0","20.95M","10.13%"
"May 01, 2008","9,120.0","9,650.0","10,040.0","8,740.0","15.40M","-5.79%"
"Jun 01, 2008","10,060.0","9,220.0","10,620.0","8,810.0","19.59M","10.31%"
"Jul 01, 2008","12,110.0","10,200.0","12,290.0","9,540.0","15.58M","20.38%"
"Aug 01, 2008","11,130.0","12,100.0","12,830.0","10,230.0","15.93M","-8.09%"
"Sep 01, 2008","10,550.0","10,930.0","12,000.0","9,780.0","18.64M","-5.21%"
"Oct 01, 2008","10,260.0","10,750.0","12,670.0","7,750.0","37.84M","-2.75%"
"Nov 01, 2008","10,950.0","10,660.0","11,030.0","9,050.0","21.38M","6.73%"
"Dec 01, 2008","12,980.0","10,750.0","14,550.0","9,790.0","20.42M","18.54%"
"Jan 01, 2009","11,540.0","13,610.0","13,870.0","10,590.0","19.18M","-11.09%"
"Feb 01, 2009","9,950.0","11,590.0","11,700.0","9,080.0","16.67M","-13.78%"
"Mar 01, 2009","11,170.0","9,560.0","12,080.0","8,870.0","20.73M","12.26%"
"Apr 01, 2009","10,300.0","11,360.0","11,840.0","9,900.0","17.86M","-7.79%"
"May 01, 2009","11,290.0","10,200.0","11,290.0","10,160.0","12.39M","9.61%"
"Jun 01, 2009","12,600.0","11,160.0","12,830.0","11,080.0","17.37M","11.60%"
"Jul 01, 2009","12,290.0","12,460.0","12,710.0","11,180.0","13.17M","-2.46%"
"Aug 01, 2009","11,150.0","12,180.0","12,210.0","10,570.0","13.94M","-9.28%"
"Sep 01, 2009","11,360.0","11,060.0","11,450.0","10,340.0","14.70M","1.88%"
"Oct 01, 2009","15,120.0","11,470.0","16,250.0","11,400.0","21.45M","33.10%"
"Nov 01, 2009","15,680.0","14,520.0","18,030.0","14,500.0","18.10M","3.70%"
"Dec 01, 2009","17,470.0","15,520.0","17,920.0","15,010.0","17.02M","11.42%"
"Jan 01, 2010","15,020.0","17,660.0","17,660.0","14,580.0","20.53M","-14.02%"
"Feb 01, 2010","15,000.0","15,190.0","15,470.0","13,830.0","12.91M","-0.13%"
"Mar 01, 2010","16,250.0","15,000.0","16,980.0","14,960.0","18.26M","8.33%"
"Apr 01, 2010","14,370.0","16,420.0","16,810.0","14,130.0","25.17M","-11.57%"
"May 01, 2010","12,800.0","14,000.0","14,140.0","12,150.0","21.68M","-10.93%"
"Jun 01, 2010","13,520.0","12,860.0","14,350.0","12,370.0","19.10M","5.63%"
"Jul 01, 2010","12,930.0","13,460.0","13,830.0","12,260.0","15.48M","-4.36%"
"Aug 01, 2010","11,580.0","12,990.0","13,600.0","11,580.0","12.44M","-10.44%"
"Sep 01, 2010","11,760.0","11,590.0","12,290.0","11,060.0","16.71M","1.55%"
"Oct 01, 2010","10,530.0","11,820.0","12,740.0","10,360.0","18.53M","-10.46%"
"Nov 01, 2010","13,240.0","10,530.0","13,960.0","10,480.0","18.39M","25.74%"
"Dec 01, 2010","12,930.0","13,300.0","13,670.0","12,680.0","17.25M","-2.34%"
"Jan 01, 2011","11,950.0","13,090.0","13,240.0","11,930.0","18.29M","-7.58%"
"Feb 01, 2011","12,760.0","12,070.0","13,000.0","11,860.0","14.02M","6.78%"
"Mar 01, 2011","10,410.0","12,710.0","12,910.0","8,800.0","29.96M","-18.42%"
"Apr 01, 2011","12,710.0","10,470.0","12,800.0","10,450.0","19.60M","22.09%"
"May 01, 2011","11,840.0","12,900.0","13,010.0","11,480.0","13.59M","-6.85%"
"Jun 01, 2011","12,970.0","11,960.0","13,170.0","11,810.0","16.45M","9.54%"
"Jul 01, 2011","13,680.0","13,070.0","14,040.0","12,620.0","11.19M","5.47%"
"Aug 01, 2011","14,480.0","13,880.0","15,080.0","12,670.0","21.20M","5.85%"
"Sep 01, 2011","13,990.0","14,510.0","14,710.0","13,330.0","16.44M","-3.38%"
"Oct 01, 2011","14,230.0","13,990.0","14,280.0","13,000.0","13.08M","1.72%"
"Nov 01, 2011","12,320.0","14,120.0","14,220.0","11,950.0","13.38M","-13.42%"
"Dec 01, 2011","14,000.0","12,470.0","14,050.0","12,380.0","14.47M","13.64%"
"Jan 01, 2012","15,150.0","14,050.0","15,200.0","13,600.0","12.72M","8.21%"
"Feb 01, 2012","16,830.0","15,080.0","17,030.0","14,930.0","13.62M","11.09%"
"Mar 01, 2012","18,860.0","16,770.0","18,860.0","16,750.0","16.84M","12.06%"
"Apr 01, 2012","17,930.0","18,890.0","19,150.0","17,170.0","19.14M","-4.93%"
"May 01, 2012","17,490.0","17,680.0","17,990.0","16,410.0","14.03M","-2.45%"
"Jun 01, 2012","15,880.0","17,490.0","17,830.0","15,140.0","18.90M","-9.21%"
"Jul 01, 2012","16,150.0","16,000.0","16,340.0","15,210.0","11.99M","1.70%"
"Aug 01, 2012","18,270.0","16,050.0","18,580.0","15,720.0","11.96M","13.13%"
"Sep 01, 2012","18,150.0","18,270.0","18,840.0","17,470.0","12.36M","-0.66%"
"Oct 01, 2012","17,780.0","18,120.0","18,640.0","15,810.0","14.66M","-2.04%"
"Nov 01, 2012","18,720.0","17,700.0","18,800.0","16,620.0","9.65M","5.29%"
"Dec 01, 2012","21,840.0","18,800.0","21,970.0","18,680.0","15.67M","16.67%"
"Jan 01, 2013","24,080.0","22,500.0","24,090.0","22,030.0","14.67M","10.26%"
"Feb 01, 2013","25,430.0","24,360.0","26,000.0","24,010.0","13.76M","5.61%"
"Mar 01, 2013","30,650.0","25,170.0","31,600.0","25,080.0","20.57M","20.53%"
"Apr 01, 2013","35,700.0","30,850.0","38,350.0","30,300.0","21.05M","16.48%"
"May 01, 2013","34,900.0","35,750.0","44,400.0","33,200.0","19.11M","-2.24%"
"Jun 01, 2013","33,450.0","34,600.0","34,600.0","27,900.0","23.50M","-4.15%"
"Jul 01, 2013","33,550.0","33,500.0","38,750.0","32,700.0","18.01M","0.30%"
"Aug 01, 2013","31,900.0","33,050.0","35,750.0","30,050.0","13.89M","-4.92%"
"Sep 01, 2013","36,850.0","32,050.0","38,100.0","31,850.0","14.02M","15.52%"
"Oct 01, 2013","32,850.0","37,200.0","37,650.0","32,150.0","15.28M","-10.85%"
"Nov 01, 2013","38,800.0","33,050.0","39,600.0","30,350.0","16.99M","18.11%"
"Dec 01, 2013","43,400.0","38,600.0","45,350.0","36,500.0","21.04M","11.86%"
"Jan 01, 2014","38,110.0","42,500.0","42,600.0","37,120.0","20.07M","-12.19%"
"Feb 01, 2014","35,050.0","37,410.0","37,795.0","34,425.0","13.46M","-8.03%"
"Mar 01, 2014","37,435.0","34,550.0","38,645.0","34,550.0","13.69M","6.80%"
"Apr 01, 2014","31,770.0","37,255.0","38,770.0","31,685.0","15.10M","-15.13%"
"May 01, 2014","33,590.0","31,800.0","34,410.0","30,950.0","10.56M","5.73%"
"Jun 01, 2014","33,330.0","33,960.0","35,170.0","32,900.0","12.05M","-0.77%"
"Jul 01, 2014","34,405.0","33,150.0","34,740.0","32,180.0","11.08M","3.23%"
"Aug 01, 2014","32,550.0","34,290.0","34,550.0","32,030.0","8.02M","-5.39%"
"Sep 01, 2014","36,705.0","32,685.0","37,170.0","32,460.0","11.26M","12.76%"
"Oct 01, 2014","40,365.0","36,615.0","40,900.0","36,120.0","18.24M","9.97%"
"Nov 01, 2014","43,205.0","42,465.0","44,730.0","41,100.0","15.24M","7.04%"
"Dec 01, 2014","44,040.0","42,715.0","45,880.0","41,010.0","14.10M","1.93%"
"Jan 01, 2015","44,020.0","43,580.0","46,325.0","40,610.0","13.48M","-0.05%"
"Feb 01, 2015","46,330.0","43,400.0","46,665.0","42,055.0","9.76M","5.25%"
"Mar 01, 2015","46,495.0","46,525.0","47,880.0","44,105.0","13.23M","0.36%"
"Apr 01, 2015","47,295.0","47,180.0","50,650.0","46,410.0","12.60M","1.72%"
"May 01, 2015","51,300.0","47,205.0","51,640.0","47,015.0","9.39M","8.47%"
"Jun 01, 2015","55,560.0","51,120.0","57,000.0","50,520.0","11.48M","8.30%"
"Jul 01, 2015","61,370.0","55,850.0","61,970.0","53,650.0","14.81M","10.46%"
"Aug 01, 2015","49,265.0","60,820.0","61,830.0","46,210.0","15.26M","-19.72%"
"Sep 01, 2015","48,490.0","48,990.0","49,725.0","44,660.0","15.85M","-1.57%"
"Oct 01, 2015","44,380.0","48,370.0","50,700.0","41,650.0","15.69M","-8.48%"
"Nov 01, 2015","49,780.0","43,760.0","49,980.0","43,150.0","10.11M","12.17%"
"Dec 01, 2015","42,640.0","49,880.0","50,080.0","41,860.0","13.16M","-14.34%"
"Jan 01, 2016","38,430.0","42,000.0","42,200.0","34,540.0","19.80M","-9.87%"
"Feb 01, 2016","31,340.0","38,610.0","38,710.0","30,720.0","18.40M","-18.45%"
"Mar 01, 2016","36,020.0","31,390.0","37,050.0","30,910.0","15.20M","14.93%"
"Apr 01, 2016","29,185.0","35,800.0","35,940.0","26,320.0","22.14M","-18.98%"
"May 01, 2016","29,885.0","27,685.0","29,995.0","27,355.0","12.21M","2.40%"
"Jun 01, 2016","27,300.0","29,510.0","30,500.0","26,120.0","17.48M","-8.65%"
"Jul 01, 2016","33,430.0","27,710.0","35,000.0","25,305.0","15.52M","22.45%"
"Aug 01, 2016","36,340.0","33,300.0","38,250.0","33,110.0","18.18M","8.70%"
"Sep 01, 2016","32,290.0","36,400.0","37,520.0","31,010.0","13.69M","-11.14%"
"Oct 01, 2016","35,460.0","32,800.0","36,940.0","32,580.0","10.89M","9.82%"
"Nov 01, 2016","39,570.0","35,440.0","42,020.0","33,520.0","14.54M","11.59%"
"Dec 01, 2016","41,830.0","40,500.0","44,370.0","39,690.0","12.80M","5.71%"
"Jan 01, 2017","35,580.0","42,480.0","43,330.0","35,330.0","15.38M","-14.94%"
"Feb 01, 2017","35,490.0","35,470.0","37,410.0","34,640.0","9.96M","-0.25%"
"Mar 01, 2017","34,920.0","35,650.0","37,540.0","34,390.0","13.33M","-1.61%"
"Apr 01, 2017","36,360.0","34,980.0","36,940.0","34,210.0","13.43M","4.12%"
"May 01, 2017","37,100.0","35,900.0","38,820.0","35,550.0","10.51M","2.04%"
"Jun 01, 2017","37,420.0","37,020.0","38,710.0","36,380.0","11.62M","0.86%"
"Jul 01, 2017","33,120.0","37,490.0","38,230.0","32,840.0","12.37M","-11.49%"
"Aug 01, 2017","31,470.0","33,010.0","33,750.0","30,460.0","10.92M","-4.98%"
"Sep 01, 2017","33,190.0","31,590.0","33,740.0","30,000.0","13.50M","5.47%"
"Oct 01, 2017","37,610.0","33,340.0","38,160.0","33,210.0","16.94M","13.32%"
"Nov 01, 2017","43,510.0","37,670.0","43,540.0","37,360.0","18.31M","15.69%"
"Dec 01, 2017","44,910.0","43,950.0","45,900.0","42,130.0","12.86M","3.22%"
"Jan 01, 2018","48,690.0","45,580.0","51,580.0","45,510.0","15.32M","8.42%"
"Feb 01, 2018","42,570.0","49,020.0","49,620.0","40,450.0","18.54M","-12.57%"
"Mar 01, 2018","43,240.0","42,090.0","43,960.0","38,900.0","18.06M","1.57%"
"Apr 01, 2018","48,210.0","43,110.0","48,540.0","42,570.0","15.32M","11.49%"
"May 01, 2018","47,730.0","48,530.0","49,820.0","46,730.0","10.37M","-1.00%"
"Jun 01, 2018","50,910.0","47,120.0","53,420.0","46,100.0","13.23M","6.66%"
"Jul 01, 2018","48,750.0","50,800.0","54,510.0","46,900.0","17.32M","-4.24%"
"Aug 01, 2018","51,810.0","48,270.0","53,020.0","46,450.0","14.01M","6.28%"
"Sep 01, 2018","57,920.0","51,700.0","59,490.0","51,520.0","15.97M","11.79%"
"Oct 01, 2018","57,070.0","58,400.0","59,960.0","52,930.0","24.17M","-1.47%"
"Nov 01, 2018","59,040.0","57,070.0","61,930.0","55,630.0","17.36M","3.45%"
"Dec 01, 2018","56,370.0","59,210.0","61,400.0","54,550.0","18.27M","-4.52%"
"Jan 01, 2019","49,830.0","54,100.0","55,850.0","49,350.0","20.09M","-11.60%"
"Feb 01, 2019","52,160.0","50,050.0","52,530.0","47,040.0","13.72M","4.68%"
"Mar 01, 2019","52,030.0","52,440.0","55,120.0","51,690.0","14.68M","-0.25%"
"Apr 01, 2019","64,260.0","52,540.0","65,490.0","51,750.0","17.88M","23.51%"
"May 01, 2019","62,770.0","63,500.0","66,710.0","62,020.0","13.97M","-2.32%"
"Jun 01, 2019","65,130.0","62,270.0","68,040.0","62,050.0","14.39M","3.76%"
"Jul 01, 2019","65,550.0","65,700.0","70,230.0","64,760.0","15.80M","0.64%"
"Aug 01, 2019","62,240.0","65,380.0","65,880.0","61,230.0","12.55M","-5.05%"
"Sep 01, 2019","64,210.0","61,750.0","66,440.0","61,640.0","12.38M","3.17%"
"Oct 01, 2019","67,050.0","64,210.0","70,180.0","60,400.0","13.47M","4.42%"
"Nov 01, 2019","66,690.0","66,780.0","69,960.0","65,510.0","8.41M","-0.54%"
"Dec 01, 2019","65,000.0","66,930.0","67,890.0","63,510.0","10.07M","-2.53%"
"Jan 01, 2020","59,340.0","63,790.0","66,000.0","57,750.0","13.98M","-8.71%"
"Feb 01, 2020","53,440.0","57,360.0","61,180.0","52,170.0","13.08M","-9.94%"
"Mar 01, 2020","44,190.0","53,000.0","55,700.0","39,910.0","37.33M","-17.31%"
"Apr 01, 2020","51,500.0","43,490.0","51,970.0","40,010.0","29.16M","16.54%"
"May 01, 2020","60,530.0","50,990.0","60,530.0","49,650.0","18.85M","17.53%"
"Jun 01, 2020","61,700.0","60,570.0","66,130.0","60,460.0","22.90M","1.93%"
"Jul 01, 2020","56,050.0","61,660.0","63,580.0","55,920.0","12.76M","-9.16%"
"Aug 01, 2020","63,280.0","56,550.0","64,090.0","56,520.0","9.26M","12.90%"
"Sep 01, 2020","65,860.0","62,940.0","67,400.0","62,860.0","9.14M","4.08%"
"Oct 01, 2020","72,710.0","66,750.0","75,240.0","66,170.0","9.87M","10.40%"
"Nov 01, 2020","85,940.0","72,460.0","88,630.0","71,330.0","14.74M","18.20%"
"Dec 01, 2020","92,470.0","86,690.0","93,030.0","83,260.0","10.08M","7.60%"
"Jan 01, 2021","89,820.0","93,970.0","95,310.0","86,850.0","10.93M","-2.87%"
"Feb 01, 2021","105,000.0","90,030.0","109,550.0","89,650.0","10.51M","16.90%"
"Mar 01, 2021","88,130.0","106,150.0","110,500.0","82,570.0","19.68M","-16.07%"
"Apr 01, 2021","89,710.0","88,000.0","93,740.0","85,400.0","13.34M","1.79%"
"May 01, 2021","89,170.0","90,110.0","93,000.0","83,730.0","12.96M","-0.60%"
"Jun 01, 2021","83,630.0","89,750.0","90,300.0","78,100.0","12.80M","-6.21%"
"Jul 01, 2021","73,920.0","83,700.0","84,070.0","73,410.0","10.85M","-11.61%"
"Aug 01, 2021","72,520.0","73,640.0","76,860.0","70,160.0","878.60K","-1.89%"
"Sep 01, 2021","82,480.0","72,700.0","82,690.0","71,700.0","12.57M","13.73%"
"Oct 01, 2021","75,510.0","82,000.0","82,060.0","69,230.0","14.43M","-8.45%"
"Nov 01, 2021","67,400.0","77,500.0","81,380.0","67,340.0","10.68M","-10.74%"
"Dec 01, 2021","65,310.0","67,270.0","70,030.0","64,440.0","11.92M","-3.10%"
"Jan 01, 2022","66,990.0","65,140.0","69,130.0","58,410.0","13.43M","2.57%"
"Feb 01, 2022","61,830.0","66,730.0","66,990.0","60,790.0","8.50M","-7.70%"
"Mar 01, 2022","62,990.0","62,500.0","64,300.0","54,310.0","12.55M","1.88%"
"Apr 01, 2022","60,160.0","62,930.0","66,330.0","56,590.0","12.87M","-4.49%"
"May 01, 2022","61,950.0","59,610.0","62,340.0","55,700.0","11.59M","2.98%"
"Jun 01, 2022","71,080.0","61,420.0","72,990.0","61,060.0","15.96M","14.74%"
"Jul 01, 2022","80,200.0","70,090.0","80,670.0","66,780.0","943.30K","12.83%"
"Aug 01, 2022","81,950.0","80,250.0","88,230.0","79,640.0","540.50K","2.18%"
"Sep 01, 2022","85,180.0","81,370.0","85,300.0","79,950.0","","3.94%"
