"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 01, 2010","603.7","571.3","617.3","563.3","153.87M","-64.59%"
"Dec 01, 2010","592.3","609.3","616.3","592.3","121.48M","-1.88%"
"Jan 01, 2011","594.0","594.0","596.7","576.7","117.62M","0.28%"
"Feb 01, 2011","584.0","595.0","626.7","580.0","135.97M","-1.68%"
"Mar 01, 2011","535.3","593.3","594.3","491.0","268.73M","-8.33%"
"Apr 01, 2011","528.3","535.0","538.7","517.0","137.75M","-1.31%"
"May 01, 2011","525.3","536.7","542.7","505.0","119.80M","-0.57%"
"Jun 01, 2011","523.0","524.3","527.7","503.3","122.94M","-0.44%"
"Jul 01, 2011","531.0","524.7","547.3","519.3","85.15M","1.53%"
"Aug 01, 2011","507.7","528.0","536.3","475.0","158.08M","-4.39%"
"Sep 01, 2011","540.0","509.7","544.3","497.7","120.20M","6.37%"
"Oct 01, 2011","512.0","530.0","543.3","501.7","90.82M","-5.19%"
"Nov 01, 2011","457.7","515.3","517.0","438.3","113.52M","-10.61%"
"Dec 01, 2011","508.7","476.0","515.7","445.7","142.87M","11.14%"
"Jan 01, 2012","483.7","513.3","516.7","470.0","104.51M","-4.91%"
"Feb 01, 2012","497.7","482.0","507.3","449.7","162.56M","2.89%"
"Mar 01, 2012","502.7","505.3","526.0","498.0","145.71M","1.00%"
"Apr 01, 2012","458.0","505.7","505.7","453.3","132.12M","-8.89%"
"May 01, 2012","420.3","457.7","461.0","417.7","141.97M","-8.22%"
"Jun 01, 2012","446.3","416.7","449.3","408.7","133.22M","6.19%"
"Jul 01, 2012","430.7","450.3","465.0","426.7","116.40M","-3.51%"
"Aug 01, 2012","430.0","435.7","457.3","417.7","124.84M","-0.16%"
"Sep 01, 2012","430.0","430.0","448.0","416.7","109.87M","0.00%"
"Oct 01, 2012","406.7","424.0","427.3","389.3","166.02M","-5.43%"
"Nov 01, 2012","424.0","411.0","428.3","395.0","121.62M","4.26%"
"Dec 01, 2012","440.7","426.0","444.0","422.0","117.40M","3.93%"
"Jan 01, 2013","516.0","449.7","516.0","448.0","164.97M","17.09%"
"Feb 01, 2013","553.0","512.7","563.3","509.7","149.26M","7.17%"
"Mar 01, 2013","605.0","546.0","632.0","545.3","188.77M","9.40%"
"Apr 01, 2013","635.0","600.0","646.0","542.7","181.68M","4.96%"
"May 01, 2013","561.0","638.0","671.3","550.0","198.50M","-11.65%"
"Jun 01, 2013","552.0","557.7","566.0","508.3","206.29M","-1.60%"
"Jul 01, 2013","532.3","558.3","596.7","532.3","153.07M","-3.56%"
"Aug 01, 2013","563.7","530.7","569.0","527.0","142.66M","5.89%"
"Sep 01, 2013","592.7","575.0","642.3","575.0","180.20M","5.14%"
"Oct 01, 2013","606.0","589.3","610.0","561.3","114.81M","2.25%"
"Nov 01, 2013","626.7","606.3","650.0","594.7","196.52M","3.41%"
"Dec 01, 2013","641.0","630.0","646.3","598.3","154.77M","2.29%"
"Jan 01, 2014","574.3","632.7","669.0","553.3","200.04M","-10.40%"
"Feb 01, 2014","584.0","574.0","589.3","535.3","160.81M","1.68%"
"Mar 01, 2014","579.3","580.0","593.0","543.0","168.64M","-0.80%"
"Apr 01, 2014","571.0","583.3","614.7","567.3","163.05M","-1.44%"
"May 01, 2014","574.7","574.0","590.0","554.0","134.81M","0.64%"
"Jun 01, 2014","630.0","583.3","630.0","576.7","152.55M","9.63%"
"Jul 01, 2014","628.0","630.0","634.5","610.7","100.64M","-0.32%"
"Aug 01, 2014","612.7","628.0","634.2","605.0","93.30M","-2.44%"
"Sep 01, 2014","573.7","614.2","622.7","571.7","162.18M","-6.37%"
"Oct 01, 2014","552.2","576.7","577.3","523.3","257.32M","-3.75%"
"Nov 01, 2014","583.2","579.3","591.5","560.8","183.78M","5.61%"
"Dec 01, 2014","562.7","584.8","600.0","550.7","171.69M","-3.52%"
"Jan 01, 2015","571.0","558.7","577.3","518.7","275.18M","1.48%"
"Feb 01, 2015","624.0","573.7","628.3","570.3","188.96M","9.28%"
"Mar 01, 2015","635.7","626.3","678.3","626.0","226.48M","1.87%"
"Apr 01, 2015","695.2","634.0","718.3","615.8","201.03M","9.36%"
"May 01, 2015","782.2","694.0","796.0","679.5","213.15M","12.51%"
"Jun 01, 2015","754.7","773.7","799.7","751.2","210.88M","-3.52%"
"Jul 01, 2015","846.3","753.3","899.5","751.7","186.58M","12.15%"
"Aug 01, 2015","779.2","840.0","923.0","715.3","247.17M","-7.94%"
"Sep 01, 2015","690.0","772.7","777.7","657.3","196.02M","-11.44%"
"Oct 01, 2015","794.8","690.5","816.7","667.7","169.27M","15.19%"
"Nov 01, 2015","845.7","783.7","872.5","766.0","146.13M","6.40%"
"Dec 01, 2015","836.8","846.5","880.8","811.8","169.60M","-1.05%"
"Jan 01, 2016","827.2","831.0","839.7","736.5","175.32M","-1.15%"
"Feb 01, 2016","785.3","846.0","849.3","692.7","192.26M","-5.06%"
"Mar 01, 2016","834.2","786.0","874.5","785.3","186.84M","6.22%"
"Apr 01, 2016","867.0","826.7","902.8","792.5","177.96M","3.94%"
"May 01, 2016","858.8","826.2","916.7","826.0","147.07M","-0.94%"
"Jun 01, 2016","824.5","852.3","868.3","772.0","180.79M","-4.00%"
"Jul 01, 2016","820.3","832.0","906.5","803.3","153.13M","-0.51%"
"Aug 01, 2016","791.5","800.0","832.0","778.5","135.32M","-3.51%"
"Sep 01, 2016","805.0","795.0","825.7","776.5","126.94M","1.71%"
"Oct 01, 2016","842.0","810.5","844.2","785.0","188.30M","4.60%"
"Nov 01, 2016","794.0","844.8","846.2","730.5","155.58M","-5.70%"
"Dec 01, 2016","797.2","799.8","833.5","778.7","155.23M","0.40%"
"Jan 01, 2017","841.5","805.8","848.2","805.7","130.06M","5.56%"
"Feb 01, 2017","853.5","831.0","875.8","823.8","115.34M","1.43%"
"Mar 01, 2017","835.7","858.3","890.0","835.7","98.95M","-2.09%"
"Apr 01, 2017","824.3","842.2","847.8","791.7","97.32M","-1.36%"
"May 01, 2017","809.5","824.3","865.7","802.3","131.09M","-1.80%"
"Jun 01, 2017","882.3","815.7","883.0","799.3","129.36M","9.00%"
"Jul 01, 2017","802.7","849.3","875.8","797.0","105.87M","-9.03%"
"Aug 01, 2017","866.3","800.0","933.5","761.5","154.96M","7.93%"
"Sep 01, 2017","846.0","863.3","870.5","830.0","176.51M","-2.35%"
"Oct 01, 2017","866.7","845.8","867.8","807.0","120.96M","2.44%"
"Nov 01, 2017","902.7","866.7","905.0","861.0","157.77M","4.15%"
"Dec 01, 2017","979.0","900.7","988.3","890.7","137.44M","8.46%"
"Jan 01, 2018","1,223.3","998.5","1,233.3","998.0","145.98M","24.96%"
"Feb 01, 2018","1,269.3","1,224.0","1,413.7","1,222.0","195.89M","3.76%"
"Mar 01, 2018","1,175.3","1,254.3","1,323.0","1,160.0","135.04M","-7.41%"
"Apr 01, 2018","1,250.0","1,175.7","1,278.7","1,153.3","90.11M","6.35%"
"May 01, 2018","1,165.0","1,267.7","1,381.0","1,158.7","136.82M","-6.80%"
"Jun 01, 2018","1,412.3","1,183.0","1,464.0","1,164.0","148.76M","21.23%"
"Jul 01, 2018","1,540.7","1,397.0","1,606.7","1,352.7","127.82M","9.09%"
"Aug 01, 2018","1,446.0","1,527.3","1,551.0","1,395.3","98.49M","-6.14%"
"Sep 01, 2018","1,641.7","1,440.7","1,650.7","1,413.0","94.66M","13.53%"
"Oct 01, 2018","1,438.0","1,632.7","1,677.3","1,369.0","119.07M","-12.41%"
"Nov 01, 2018","1,389.0","1,456.0","1,506.3","1,303.3","122.49M","-3.41%"
"Dec 01, 2018","1,170.3","1,429.0","1,468.3","1,092.3","119.11M","-15.74%"
"Jan 01, 2019","1,255.7","1,141.7","1,287.3","1,141.7","90.53M","7.29%"
"Feb 01, 2019","1,389.0","1,273.3","1,416.0","1,167.3","118.56M","10.62%"
"Mar 01, 2019","1,700.0","1,397.7","1,700.0","1,391.7","107.08M","22.39%"
"Apr 01, 2019","1,827.0","1,870.0","1,931.3","1,647.0","160.29M","7.47%"
"May 01, 2019","1,751.7","1,833.3","1,940.0","1,750.7","100.25M","-4.12%"
"Jun 01, 2019","1,878.3","1,764.7","2,079.3","1,760.3","131.10M","7.23%"
"Jul 01, 2019","2,215.7","1,933.0","2,245.7","1,907.7","100.21M","17.96%"
"Aug 01, 2019","2,339.3","2,234.0","2,452.7","2,200.0","108.28M","5.58%"
"Sep 01, 2019","2,268.0","2,321.7","2,425.0","2,106.7","122.43M","-3.05%"
"Oct 01, 2019","2,380.0","2,254.3","2,405.3","2,124.3","100.94M","4.94%"
"Nov 01, 2019","2,287.3","2,381.3","2,385.3","2,191.7","87.43M","-3.89%"
"Dec 01, 2019","2,409.3","2,302.0","2,520.7","2,264.3","106.78M","5.33%"
"Jan 01, 2020","2,480.3","2,384.0","2,520.3","2,312.3","84.39M","2.95%"
"Feb 01, 2020","2,196.7","2,487.0","2,739.7","2,175.3","89.28M","-11.44%"
"Mar 01, 2020","2,478.0","2,166.0","2,598.0","1,731.0","170.13M","12.81%"
"Apr 01, 2020","2,460.7","2,437.3","2,573.3","2,211.3","98.69M","-0.70%"
"May 01, 2020","3,361.7","2,462.3","3,361.7","2,437.7","91.52M","36.62%"
"Jun 01, 2020","2,935.3","3,239.7","3,239.7","2,833.3","102.81M","-12.68%"
"Jul 01, 2020","3,086.0","2,953.0","3,251.0","2,727.0","83.42M","5.13%"
"Aug 01, 2020","3,149.0","3,084.0","3,303.3","2,978.3","53.48M","2.04%"
"Sep 01, 2020","3,229.0","3,194.7","3,398.3","3,053.7","59.08M","2.54%"
"Oct 01, 2020","2,748.0","3,217.0","3,221.0","2,622.0","56.50M","-14.90%"
"Nov 01, 2020","3,694.0","2,831.5","3,948.0","2,787.0","88.38M","34.43%"
"Dec 01, 2020","3,535.0","3,719.0","3,747.0","3,272.0","74.31M","-4.30%"
"Jan 01, 2021","3,365.0","3,566.0","3,757.0","3,364.0","65.98M","-4.81%"
"Feb 01, 2021","3,010.0","3,395.0","3,474.0","3,010.0","63.74M","-10.55%"
"Mar 01, 2021","3,225.0","3,071.0","3,438.0","2,996.0","85.06M","7.14%"
"Apr 01, 2021","2,787.0","3,245.0","3,263.0","2,755.0","68.14M","-13.58%"
"May 01, 2021","2,530.0","2,861.5","2,963.5","2,496.5","106.19M","-9.22%"
"Jun 01, 2021","2,394.5","2,544.0","2,685.5","2,359.0","113.41M","-5.36%"
"Jul 01, 2021","2,159.5","2,399.0","2,412.0","2,153.0","72.61M","-9.81%"
"Aug 01, 2021","2,614.5","2,158.0","2,659.0","1,981.0","11.04M","21.07%"
"Sep 01, 2021","2,979.5","2,604.5","3,170.0","2,593.0","126.17M","13.96%"
"Oct 01, 2021","2,867.0","3,000.0","3,029.0","2,721.5","79.94M","-3.78%"
"Nov 01, 2021","2,824.5","2,950.0","3,056.0","2,728.5","71.79M","-1.48%"
"Dec 01, 2021","2,925.0","2,823.0","2,969.0","2,600.0","68.44M","3.56%"
"Jan 01, 2022","2,565.0","2,960.0","2,985.0","2,465.5","66.35M","-12.31%"
"Feb 01, 2022","2,793.5","2,568.0","2,845.0","2,288.0","99.19M","8.91%"
"Mar 01, 2022","2,680.0","2,805.5","2,831.0","2,326.0","113.77M","-4.06%"
"Apr 01, 2022","3,262.0","2,646.5","3,274.0","2,622.0","95.04M","21.72%"
"May 01, 2022","3,419.0","3,250.0","3,516.0","3,105.0","111.52M","4.81%"
"Jun 01, 2022","3,437.0","3,413.0","3,558.0","3,013.0","108.61M","0.53%"
"Jul 01, 2022","3,523.0","3,462.0","3,662.0","3,356.0","4.72M","2.50%"
"Aug 01, 2022","4,197.0","3,527.0","4,296.0","3,210.0","5.19M","19.13%"
"Sep 01, 2022","4,272.0","4,159.0","4,372.0","4,030.0","","1.79%"
