"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 01, 1989","423.1","413.2","438.0","413.2","149.07M","1.17%"
"Aug 01, 1989","429.8","423.1","456.2","418.2","363.05M","1.58%"
"Sep 01, 1989","424.8","429.8","434.7","416.5","131.87M","-1.16%"
"Oct 01, 1989","444.6","423.1","486.0","403.3","703.98M","4.66%"
"Nov 01, 1989","429.8","444.6","451.2","421.5","139.07M","-3.33%"
"Dec 01, 1989","419.8","436.4","441.3","414.9","155.19M","-2.33%"
"Jan 01, 1990","411.6","426.4","428.1","401.7","116.31M","-1.95%"
"Feb 01, 1990","386.8","414.9","416.5","363.6","167.63M","-6.03%"
"Mar 01, 1990","366.9","385.1","395.0","319.0","335.19M","-5.14%"
"Apr 01, 1990","385.1","362.0","423.1","347.1","370.84M","4.96%"
"May 01, 1990","416.5","383.5","419.8","381.8","211.29M","8.15%"
"Jun 01, 1990","427.3","416.5","433.1","409.9","384.73M","2.59%"
"Jul 01, 1990","400.0","421.8","425.5","396.4","118.75M","-6.39%"
"Aug 01, 1990","369.1","400.0","403.6","338.2","245.87M","-7.72%"
"Sep 01, 1990","327.3","369.1","369.1","318.2","237.39M","-11.32%"
"Oct 01, 1990","336.4","336.4","381.8","321.8","240.03M","2.78%"
"Nov 01, 1990","320.0","330.9","336.4","309.1","86.23M","-4.88%"
"Dec 01, 1990","318.2","327.3","334.5","301.8","147.40M","-0.56%"
"Jan 01, 1991","314.5","318.2","334.5","298.2","107.41M","-1.16%"
"Feb 01, 1991","334.5","314.5","336.4","307.3","182.64M","6.36%"
"Mar 01, 1991","336.4","334.5","358.2","330.9","233.39M","0.57%"
"Apr 01, 1991","334.5","334.5","345.5","327.3","85.47M","-0.56%"
"May 01, 1991","327.3","336.4","340.0","321.8","82.53M","-2.15%"
"Jun 01, 1991","330.0","327.3","336.4","323.6","117.83M","0.82%"
"Jul 01, 1991","330.0","332.0","338.0","322.0","91.13M","0.00%"
"Aug 01, 1991","302.0","328.0","330.0","286.0","88.84M","-8.48%"
"Sep 01, 1991","318.0","304.0","326.0","300.0","128.33M","5.30%"
"Oct 01, 1991","320.0","318.0","326.0","308.0","69.88M","0.63%"
"Nov 01, 1991","294.0","318.0","324.0","286.0","65.99M","-8.13%"
"Dec 01, 1991","300.0","292.0","306.0","284.0","83.63M","2.04%"
"Jan 01, 1992","292.0","310.0","310.0","276.0","103.85M","-2.67%"
"Feb 01, 1992","292.0","292.0","294.0","280.0","105.46M","0.00%"
"Mar 01, 1992","274.0","286.0","290.0","252.0","193.88M","-6.16%"
"Apr 01, 1992","298.0","276.0","298.0","262.0","147.80M","8.76%"
"May 01, 1992","302.0","294.0","304.0","288.0","118.08M","1.34%"
"Jun 01, 1992","288.0","300.0","304.0","284.0","167.26M","-4.64%"
"Jul 01, 1992","284.0","286.0","300.0","272.0","113.34M","-1.39%"
"Aug 01, 1992","290.0","284.0","296.0","270.0","119.47M","2.11%"
"Sep 01, 1992","284.0","286.0","298.0","274.0","110.90M","-2.07%"
"Oct 01, 1992","282.0","282.0","290.0","274.0","91.21M","-0.70%"
"Nov 01, 1992","284.0","280.0","286.0","270.0","90.72M","0.71%"
"Dec 01, 1992","296.0","282.0","306.0","282.0","128.98M","4.23%"
"Jan 01, 1993","282.0","296.0","296.0","268.0","79.45M","-4.73%"
"Feb 01, 1993","270.0","278.0","290.0","264.0","130.11M","-4.26%"
"Mar 01, 1993","302.0","270.0","308.0","262.0","146.15M","11.85%"
"Apr 01, 1993","350.0","300.0","350.0","294.0","196.96M","15.89%"
"May 01, 1993","328.0","350.0","352.0","328.0","79.55M","-6.29%"
"Jun 01, 1993","304.0","332.0","344.0","298.0","103.73M","-7.32%"
"Jul 01, 1993","328.0","306.0","330.0","304.0","89.90M","7.89%"
"Aug 01, 1993","338.0","324.0","338.0","322.0","111.47M","3.05%"
"Sep 01, 1993","346.0","336.0","346.0","328.0","148.58M","2.37%"
"Oct 01, 1993","376.0","340.0","378.0","338.0","168.50M","8.67%"
"Nov 01, 1993","328.0","376.0","382.0","296.0","197.19M","-12.77%"
"Dec 01, 1993","356.0","338.0","360.0","332.0","178.86M","8.54%"
"Jan 01, 1994","392.0","356.0","392.0","352.0","170.10M","10.11%"
"Feb 01, 1994","404.0","392.0","404.0","368.0","188.57M","3.06%"
"Mar 01, 1994","394.0","406.0","424.0","388.0","225.92M","-2.48%"
"Apr 01, 1994","398.0","394.0","410.0","392.0","128.10M","1.02%"
"May 01, 1994","422.0","394.0","428.0","392.0","162.68M","6.03%"
"Jun 01, 1994","442.0","428.0","450.0","424.0","286.59M","4.74%"
"Jul 01, 1994","424.0","442.0","444.0","420.0","105.32M","-4.07%"
"Aug 01, 1994","432.0","426.0","440.0","424.0","131.92M","1.89%"
"Sep 01, 1994","406.0","430.0","436.0","390.0","291.84M","-6.02%"
"Oct 01, 1994","428.0","410.0","428.0","408.0","109.81M","5.42%"
"Nov 01, 1994","422.0","424.0","426.0","410.0","138.14M","-1.40%"
"Dec 01, 1994","420.0","422.0","424.0","410.0","138.26M","-0.47%"
"Jan 01, 1995","380.0","418.0","424.0","380.0","124.65M","-9.52%"
"Feb 01, 1995","348.0","378.0","382.0","334.0","192.64M","-8.42%"
"Mar 01, 1995","354.0","346.0","356.0","324.0","212.50M","1.72%"
"Apr 01, 1995","342.0","348.0","350.0","332.0","120.24M","-3.39%"
"May 01, 1995","328.0","342.0","346.0","318.0","173.92M","-4.09%"
"Jun 01, 1995","336.0","332.0","344.0","320.0","160.84M","2.44%"
"Jul 01, 1995","368.0","338.0","378.0","336.0","194.78M","9.52%"
"Aug 01, 1995","388.0","366.0","396.0","358.0","205.78M","5.43%"
"Sep 01, 1995","378.0","382.0","386.0","358.0","155.64M","-2.58%"
"Oct 01, 1995","380.0","376.0","388.0","372.0","123.09M","0.53%"
"Nov 01, 1995","402.0","378.0","404.0","378.0","150.34M","5.79%"
"Dec 01, 1995","438.0","400.0","438.0","398.0","361.74M","8.96%"
"Jan 01, 1996","460.0","444.0","466.0","440.0","363.94M","5.02%"
"Feb 01, 1996","454.0","460.0","466.0","448.0","339.22M","-1.30%"
"Mar 01, 1996","472.0","452.0","476.0","436.0","354.10M","3.96%"
"Apr 01, 1996","478.0","474.0","480.0","466.0","241.57M","1.27%"
"May 01, 1996","494.0","478.0","498.0","466.0","230.42M","3.35%"
"Jun 01, 1996","548.0","494.0","562.0","490.0","321.84M","10.93%"
"Jul 01, 1996","518.0","546.0","546.0","480.0","218.56M","-5.47%"
"Aug 01, 1996","524.0","522.0","546.0","514.0","337.04M","1.16%"
"Sep 01, 1996","570.0","522.0","572.0","518.0","278.10M","8.78%"
"Oct 01, 1996","538.0","570.0","578.0","530.0","218.46M","-5.61%"
"Nov 01, 1996","622.0","544.0","636.0","540.0","376.22M","15.61%"
"Dec 01, 1996","666.0","622.0","668.0","596.0","338.70M","7.07%"
"Jan 01, 1997","626.0","668.0","670.0","592.0","342.63M","-6.01%"
"Feb 01, 1997","618.0","626.0","702.0","610.0","421.35M","-1.28%"
"Mar 01, 1997","626.0","618.0","640.0","608.0","292.88M","1.29%"
"Apr 01, 1997","736.0","620.0","738.0","618.0","344.14M","17.57%"
"May 01, 1997","668.0","744.0","806.0","658.0","382.90M","-9.24%"
"Jun 01, 1997","676.0","666.0","696.0","648.0","215.75M","1.20%"
"Jul 01, 1997","726.0","670.0","732.0","636.0","218.84M","7.40%"
"Aug 01, 1997","630.0","728.0","730.0","610.0","261.54M","-13.22%"
"Sep 01, 1997","740.0","630.0","760.0","612.0","386.92M","17.46%"
"Oct 01, 1997","670.0","738.0","790.0","660.0","295.60M","-9.46%"
"Nov 01, 1997","736.0","690.0","744.0","642.0","277.59M","9.85%"
"Dec 01, 1997","748.0","736.0","758.0","682.0","262.97M","1.63%"
"Jan 01, 1998","708.0","750.0","772.0","700.0","246.66M","-5.35%"
"Feb 01, 1998","698.0","718.0","732.0","650.0","207.73M","-1.41%"
"Mar 01, 1998","710.0","700.0","712.0","658.0","243.79M","1.72%"
"Apr 01, 1998","690.0","700.0","716.0","660.0","190.25M","-2.82%"
"May 01, 1998","686.0","692.0","704.0","672.0","193.72M","-0.58%"
"Jun 01, 1998","718.0","690.0","718.0","670.0","199.39M","4.66%"
"Jul 01, 1998","710.0","712.0","726.0","690.0","230.45M","-1.11%"
"Aug 01, 1998","602.0","712.0","712.0","587.0","210.44M","-15.21%"
"Sep 01, 1998","610.0","590.0","656.0","540.0","345.64M","1.33%"
"Oct 01, 1998","560.0","610.0","652.0","506.0","333.05M","-8.20%"
"Nov 01, 1998","624.0","584.0","658.0","581.0","150.75M","11.43%"
"Dec 01, 1998","614.0","626.0","652.0","566.0","158.28M","-1.60%"
"Jan 01, 1999","612.0","590.0","620.0","530.0","170.28M","-0.33%"
"Feb 01, 1999","620.0","622.0","630.0","583.0","199.22M","1.31%"
"Mar 01, 1999","686.0","618.0","712.0","587.0","418.70M","10.65%"
"Apr 01, 1999","678.0","694.0","766.0","676.0","280.88M","-1.17%"
"May 01, 1999","646.0","698.0","722.0","630.0","196.50M","-4.72%"
"Jun 01, 1999","766.0","652.0","780.0","648.0","323.90M","18.58%"
"Jul 01, 1999","808.0","776.0","814.0","756.0","338.30M","5.48%"
"Aug 01, 1999","646.0","800.0","802.0","646.0","287.70M","-20.05%"
"Sep 01, 1999","678.0","690.0","730.0","646.0","269.20M","4.95%"
"Oct 01, 1999","722.0","688.0","740.0","680.0","251.75M","6.49%"
"Nov 01, 1999","692.0","718.0","768.0","686.0","289.08M","-4.16%"
"Dec 01, 1999","990.0","694.0","1,044.0","692.0","553.43M","43.06%"
"Jan 01, 2000","938.0","998.0","1,000.0","834.0","348.14M","-5.25%"
"Feb 01, 2000","878.0","948.0","1,014.0","870.0","414.04M","-6.40%"
"Mar 01, 2000","1,074.0","880.0","1,100.0","854.0","524.27M","22.32%"
"Apr 01, 2000","1,074.0","1,054.0","1,160.0","964.0","432.04M","0.00%"
"May 01, 2000","978.0","1,088.0","1,146.0","966.0","328.90M","-8.94%"
"Jun 01, 2000","966.0","976.0","1,038.0","876.0","288.79M","-1.23%"
"Jul 01, 2000","928.0","974.0","1,006.0","874.0","287.42M","-3.93%"
"Aug 01, 2000","928.0","928.0","966.0","872.0","300.02M","0.00%"
"Sep 01, 2000","854.0","930.0","938.0","810.0","420.91M","-7.97%"
"Oct 01, 2000","872.0","860.0","900.0","842.0","265.88M","2.11%"
"Nov 01, 2000","790.0","866.0","916.0","768.0","341.57M","-9.40%"
"Dec 01, 2000","730.0","790.0","806.0","724.0","293.05M","-7.59%"
"Jan 01, 2001","794.0","740.0","814.0","674.0","451.08M","8.77%"
"Feb 01, 2001","816.0","786.0","824.0","762.0","319.35M","2.77%"
"Mar 01, 2001","870.0","800.0","942.0","778.0","583.79M","6.62%"
"Apr 01, 2001","822.0","874.0","890.0","788.0","431.34M","-5.52%"
"May 01, 2001","840.0","832.0","870.0","796.0","523.83M","2.19%"
"Jun 01, 2001","878.0","842.0","882.0","810.0","390.55M","4.52%"
"Jul 01, 2001","824.0","882.0","888.0","812.0","356.04M","-6.15%"
"Aug 01, 2001","722.0","830.0","832.0","716.0","468.05M","-12.38%"
"Sep 01, 2001","612.0","722.0","758.0","533.0","602.18M","-15.24%"
"Oct 01, 2001","594.0","638.0","684.0","594.0","594.88M","-2.94%"
"Nov 01, 2001","630.0","608.0","682.0","597.0","835.10M","6.06%"
"Dec 01, 2001","664.0","640.0","664.0","594.0","541.74M","5.40%"
"Jan 01, 2002","690.0","690.0","740.0","666.0","548.59M","3.92%"
"Feb 01, 2002","684.0","694.0","732.0","642.0","490.22M","-0.87%"
"Mar 01, 2002","730.0","690.0","784.0","682.0","654.78M","6.73%"
"Apr 01, 2002","700.0","738.0","758.0","700.0","420.85M","-4.11%"
"May 01, 2002","678.0","706.0","728.0","672.0","531.38M","-3.14%"
"Jun 01, 2002","636.0","682.0","684.0","599.0","560.59M","-6.19%"
"Jul 01, 2002","573.0","634.0","646.0","538.0","683.72M","-9.91%"
"Aug 01, 2002","587.0","586.0","628.0","560.0","501.09M","2.44%"
"Sep 01, 2002","626.0","576.0","690.0","550.0","629.97M","6.64%"
"Oct 01, 2002","596.0","620.0","634.0","551.0","521.04M","-4.79%"
"Nov 01, 2002","644.0","604.0","656.0","604.0","504.77M","8.05%"
"Dec 01, 2002","638.0","650.0","660.0","608.0","495.46M","-0.93%"
"Jan 01, 2003","571.0","650.0","660.0","567.0","480.14M","-10.50%"
"Feb 01, 2003","555.0","572.0","602.0","552.0","423.87M","-2.80%"
"Mar 01, 2003","527.0","563.0","589.0","525.0","590.55M","-5.05%"
"Apr 01, 2003","540.0","527.0","542.0","491.0","630.34M","2.47%"
"May 01, 2003","572.0","524.0","572.0","524.0","490.73M","5.93%"
"Jun 01, 2003","622.0","572.0","636.0","567.0","644.70M","8.74%"
"Jul 01, 2003","610.0","624.0","704.0","600.0","756.70M","-1.93%"
"Aug 01, 2003","644.0","618.0","686.0","595.0","567.57M","5.57%"
"Sep 01, 2003","656.0","654.0","784.0","650.0","852.36M","1.86%"
"Oct 01, 2003","626.0","662.0","706.0","626.0","522.49M","-4.57%"
"Nov 01, 2003","658.0","664.0","704.0","628.0","636.10M","5.11%"
"Dec 01, 2003","724.0","648.0","744.0","644.0","652.97M","10.03%"
"Jan 01, 2004","692.0","750.0","760.0","690.0","530.27M","-4.42%"
"Feb 01, 2004","754.0","700.0","760.0","678.0","506.53M","8.96%"
"Mar 01, 2004","776.0","760.0","798.0","726.0","709.68M","2.92%"
"Apr 01, 2004","798.0","768.0","836.0","748.0","673.00M","2.84%"
"May 01, 2004","800.0","802.0","802.0","746.0","556.85M","0.25%"
"Jun 01, 2004","884.0","802.0","888.0","792.0","693.69M","10.50%"
"Jul 01, 2004","896.0","890.0","904.0","838.0","602.66M","1.36%"
"Aug 01, 2004","864.0","896.0","896.0","806.0","607.13M","-3.57%"
"Sep 01, 2004","844.0","870.0","878.0","812.0","510.69M","-2.31%"
"Oct 01, 2004","826.0","840.0","864.0","790.0","460.16M","-2.13%"
"Nov 01, 2004","772.0","818.0","838.0","772.0","534.16M","-6.54%"
"Dec 01, 2004","834.0","770.0","834.0","756.0","602.80M","8.03%"
"Jan 01, 2005","806.0","830.0","844.0","792.0","452.18M","-3.36%"
"Feb 01, 2005","814.0","810.0","840.0","798.0","530.45M","0.99%"
"Mar 01, 2005","798.0","812.0","830.0","788.0","728.54M","-1.97%"
"Apr 01, 2005","768.0","800.0","830.0","758.0","659.09M","-3.76%"
"May 01, 2005","772.0","762.0","790.0","758.0","598.22M","0.52%"
"Jun 01, 2005","794.0","776.0","796.0","762.0","578.33M","2.85%"
"Jul 01, 2005","850.0","796.0","856.0","794.0","544.71M","7.05%"
"Aug 01, 2005","900.0","852.0","914.0","832.0","731.98M","5.88%"
"Sep 01, 2005","1,040.0","904.0","1,066.0","894.0","718.90M","15.56%"
"Oct 01, 2005","1,062.0","1,060.0","1,076.0","990.0","902.30M","2.12%"
"Nov 01, 2005","1,158.0","1,080.0","1,216.0","1,056.0","877.26M","9.04%"
"Dec 01, 2005","1,224.0","1,162.0","1,236.0","1,120.0","978.67M","5.70%"
"Jan 01, 2006","1,216.0","1,226.0","1,230.0","1,120.0","815.48M","-0.65%"
"Feb 01, 2006","1,250.0","1,216.0","1,312.0","1,196.0","958.41M","2.80%"
"Mar 01, 2006","1,286.0","1,238.0","1,304.0","1,208.0","724.75M","2.88%"
"Apr 01, 2006","1,332.0","1,290.0","1,390.0","1,286.0","822.46M","3.58%"
"May 01, 2006","1,186.0","1,332.0","1,380.0","1,186.0","1.01B","-10.96%"
"Jun 01, 2006","1,198.0","1,212.0","1,224.0","1,086.0","1.01B","1.01%"
"Jul 01, 2006","1,212.0","1,194.0","1,222.0","1,114.0","666.47M","1.17%"
"Aug 01, 2006","1,274.0","1,200.0","1,304.0","1,188.0","726.92M","5.12%"
"Sep 01, 2006","1,284.0","1,266.0","1,286.0","1,224.0","599.56M","0.78%"
"Oct 01, 2006","1,386.0","1,288.0","1,430.0","1,286.0","886.64M","7.94%"
"Nov 01, 2006","1,404.0","1,374.0","1,474.0","1,352.0","952.26M","1.30%"
"Dec 01, 2006","1,592.0","1,398.0","1,600.0","1,372.0","950.92M","13.39%"
"Jan 01, 2007","1,590.0","1,622.0","1,644.0","1,526.0","812.62M","-0.13%"
"Feb 01, 2007","1,604.0","1,590.0","1,670.0","1,558.0","672.45M","0.88%"
"Mar 01, 2007","1,510.0","1,598.0","1,598.0","1,488.0","926.58M","-5.86%"
"Apr 01, 2007","1,464.0","1,524.0","1,528.0","1,416.0","1.07B","-3.05%"
"May 01, 2007","1,460.0","1,474.0","1,484.0","1,402.0","1.03B","-0.27%"
"Jun 01, 2007","1,560.0","1,480.0","1,564.0","1,478.0","934.00M","6.85%"
"Jul 01, 2007","1,440.0","1,560.0","1,576.0","1,422.0","826.06M","-7.69%"
"Aug 01, 2007","1,352.0","1,440.0","1,482.0","1,226.0","1.15B","-6.11%"
"Sep 01, 2007","1,356.0","1,352.0","1,358.0","1,270.0","672.41M","0.30%"
"Oct 01, 2007","1,314.0","1,358.0","1,382.0","1,190.0","990.22M","-3.10%"
"Nov 01, 2007","1,248.0","1,350.0","1,358.0","1,156.0","1.17B","-5.02%"
"Dec 01, 2007","1,208.0","1,248.0","1,288.0","1,186.0","728.67M","-3.21%"
"Jan 01, 2008","1,164.0","1,176.0","1,178.0","976.0","1.25B","-3.64%"
"Feb 01, 2008","1,150.0","1,150.0","1,280.0","1,116.0","1.45B","-1.20%"
"Mar 01, 2008","994.0","1,104.0","1,128.0","962.0","1.39B","-13.57%"
"Apr 01, 2008","1,054.0","1,002.0","1,084.0","960.0","1.25B","6.04%"
"May 01, 2008","1,074.0","1,056.0","1,118.0","1,000.0","1.06B","1.90%"
"Jun 01, 2008","1,002.0","1,080.0","1,142.0","1,000.0","1.17B","-6.70%"
"Jul 01, 2008","932.0","1,004.0","1,024.0","916.0","1.11B","-6.99%"
"Aug 01, 2008","986.0","930.0","1,016.0","882.0","1.22B","5.79%"
"Sep 01, 2008","876.0","966.0","1,004.0","868.0","1.14B","-11.16%"
"Oct 01, 2008","746.0","898.0","900.0","572.0","2.14B","-14.84%"
"Nov 01, 2008","600.0","786.0","850.0","568.0","1.74B","-19.57%"
"Dec 01, 2008","581.0","596.0","616.0","517.0","1.97B","-3.17%"
"Jan 01, 2009","585.0","606.0","654.0","550.0","1.27B","0.69%"
"Feb 01, 2009","636.0","574.0","652.0","567.0","1.14B","8.72%"
"Mar 01, 2009","624.0","612.0","676.0","558.0","1.44B","-1.89%"
"Apr 01, 2009","770.0","634.0","800.0","628.0","1.55B","23.40%"
"May 01, 2009","762.0","772.0","816.0","694.0","1.14B","-1.04%"
"Jun 01, 2009","734.0","762.0","788.0","708.0","858.78M","-3.67%"
"Jul 01, 2009","798.0","722.0","800.0","676.0","825.70M","8.72%"
"Aug 01, 2009","798.0","802.0","838.0","790.0","872.85M","0.00%"
"Sep 01, 2009","714.0","800.0","808.0","704.0","732.00M","-10.53%"
"Oct 01, 2009","732.0","712.0","734.0","666.0","903.03M","2.52%"
"Nov 01, 2009","688.0","712.0","728.0","658.0","825.79M","-6.01%"
"Dec 01, 2009","776.0","678.0","786.0","676.0","829.79M","12.79%"
"Jan 01, 2010","698.0","780.0","847.0","696.0","1.19B","-10.05%"
"Feb 01, 2010","666.0","699.0","730.0","639.0","2.06B","-4.58%"
"Mar 01, 2010","749.0","666.0","759.0","656.0","1.18B","12.46%"
"Apr 01, 2010","733.0","751.0","766.0","712.0","974.95M","-2.14%"
"May 01, 2010","656.0","712.0","732.0","635.0","1.08B","-10.50%"
"Jun 01, 2010","616.0","652.0","677.0","606.0","918.87M","-6.10%"
"Jul 01, 2010","610.0","608.0","656.0","600.0","762.69M","-0.97%"
"Aug 01, 2010","572.0","612.0","639.0","570.0","1.04B","-6.23%"
"Sep 01, 2010","599.6","570.0","631.0","561.2","1.02B","4.83%"
"Oct 01, 2010","571.8","601.0","604.0","566.0","909.76M","-4.64%"
"Nov 01, 2010","644.0","566.2","668.0","560.0","1.05B","12.63%"
"Dec 01, 2010","644.0","650.0","667.0","640.0","827.44M","0.00%"
"Jan 01, 2011","680.0","650.0","719.0","648.0","808.77M","5.59%"
"Feb 01, 2011","764.0","677.0","791.0","669.0","1.14B","12.35%"
"Mar 01, 2011","670.0","765.0","773.0","566.0","1.44B","-12.30%"
"Apr 01, 2011","646.0","671.0","676.0","619.0","962.53M","-3.58%"
"May 01, 2011","680.0","660.0","685.0","633.0","819.77M","5.26%"
"Jun 01, 2011","660.0","683.0","684.0","631.0","726.58M","-2.94%"
"Jul 01, 2011","631.0","664.0","696.0","629.0","624.12M","-4.39%"
"Aug 01, 2011","546.8","634.0","644.0","539.2","1.25B","-13.34%"
"Sep 01, 2011","537.6","548.0","556.0","512.4","879.33M","-1.68%"
"Oct 01, 2011","528.8","525.8","542.0","500.0","628.96M","-1.64%"
"Nov 01, 2011","501.8","520.4","525.0","466.0","752.76M","-5.11%"
"Dec 01, 2011","513.0","517.0","538.0","494.4","642.29M","2.23%"
"Jan 01, 2012","562.0","522.2","581.2","510.6","681.64M","9.55%"
"Feb 01, 2012","671.0","559.0","692.0","556.8","1.02B","19.40%"
"Mar 01, 2012","714.0","676.0","727.0","644.0","950.26M","6.41%"
"Apr 01, 2012","661.0","721.0","728.0","645.0","749.43M","-7.42%"
"May 01, 2012","608.0","656.0","656.0","598.0","770.09M","-8.02%"
"Jun 01, 2012","638.0","596.4","644.0","577.0","788.56M","4.93%"
"Jul 01, 2012","604.0","646.0","652.0","559.0","576.44M","-5.33%"
"Aug 01, 2012","619.0","596.0","660.0","596.0","664.33M","2.48%"
"Sep 01, 2012","608.0","618.0","656.0","604.0","590.59M","-1.78%"
"Oct 01, 2012","613.0","602.0","638.0","574.6","685.72M","0.82%"
"Nov 01, 2012","707.0","616.0","732.0","610.0","832.20M","15.33%"
"Dec 01, 2012","801.0","708.0","803.0","692.0","839.76M","13.30%"
"Jan 01, 2013","873.0","840.0","878.0","806.0","1.04B","8.99%"
"Feb 01, 2013","953.0","884.0","1,010.0","883.0","1.42B","9.16%"
"Mar 01, 2013","972.0","943.0","1,010.0","940.0","1.05B","1.99%"
"Apr 01, 2013","1,128.0","979.0","1,158.0","922.0","1.46B","16.05%"
"May 01, 2013","1,202.0","1,128.0","1,352.0","1,092.0","1.94B","6.56%"
"Jun 01, 2013","1,198.0","1,182.0","1,210.0","1,072.0","1.66B","-0.33%"
"Jul 01, 2013","1,194.0","1,214.0","1,308.0","1,178.0","1.06B","-0.33%"
"Aug 01, 2013","1,188.0","1,206.0","1,300.0","1,188.0","1.09B","-0.50%"
