"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 01, 2019","4,190.0","4,280.0","4,388.0","3,958.0","302.94M","-1.18%"
"Nov 01, 2019","4,253.0","4,125.0","4,413.0","4,101.0","315.74M","1.50%"
"Dec 01, 2019","4,756.0","4,263.0","4,791.0","4,121.0","256.46M","11.83%"
"Jan 01, 2020","4,524.0","4,686.0","5,063.0","4,520.0","241.01M","-4.88%"
"Feb 01, 2020","5,013.0","4,400.0","5,871.0","4,398.0","405.14M","10.81%"
"Mar 01, 2020","3,788.0","4,971.0","5,193.0","2,609.5","863.33M","-24.44%"
"Apr 01, 2020","4,633.0","3,788.0","4,912.0","3,596.0","783.03M","22.31%"
"May 01, 2020","4,832.0","4,567.0","4,888.0","4,384.0","391.58M","4.30%"
"Jun 01, 2020","5,450.0","4,901.0","5,679.0","4,888.0","562.61M","12.79%"
"Jul 01, 2020","6,595.0","5,460.0","7,048.0","5,459.0","541.18M","21.01%"
"Aug 01, 2020","6,598.0","6,750.0","7,077.0","6,087.0","331.08M","0.05%"
"Sep 01, 2020","6,469.0","6,530.0","6,789.0","5,432.0","413.59M","-1.96%"
"Oct 01, 2020","6,793.0","6,552.0","7,300.0","6,490.0","317.14M","5.01%"
"Nov 01, 2020","7,272.0","6,755.0","7,412.0","6,467.0","312.91M","7.05%"
"Dec 01, 2020","8,058.0","7,350.0","8,900.0","7,003.0","444.91M","10.81%"
"Jan 01, 2021","8,108.0","8,100.0","9,039.0","7,842.0","281.58M","0.62%"
"Feb 01, 2021","9,895.0","8,177.0","10,630.0","8,165.0","250.20M","22.04%"
"Mar 01, 2021","9,330.0","10,290.0","10,695.0","8,980.0","320.15M","-5.71%"
"Apr 01, 2021","9,885.0","9,480.0","10,220.0","9,372.0","205.84M","5.95%"
"May 01, 2021","8,256.0","9,910.0","10,200.0","8,092.0","281.42M","-16.48%"
