"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 01, 2005","930.0","952.0","974.0","924.0","556.64M","-2.52%"
"Apr 01, 2005","910.0","925.0","954.0","884.0","444.38M","-2.15%"
"May 01, 2005","905.0","902.0","926.0","873.0","388.98M","-0.55%"
"Jun 01, 2005","941.0","895.0","949.0","895.0","452.55M","3.98%"
"Jul 01, 2005","944.0","935.0","951.0","905.0","353.60M","0.32%"
"Aug 01, 2005","1,130.0","946.0","1,170.0","929.0","1.02B","19.70%"
"Sep 01, 2005","1,490.0","1,140.0","1,530.0","1,090.0","849.65M","31.86%"
"Oct 01, 2005","1,450.0","1,460.0","1,490.0","1,320.0","975.43M","-2.68%"
"Nov 01, 2005","1,510.0","1,480.0","1,700.0","1,470.0","1.04B","4.14%"
"Dec 01, 2005","1,600.0","1,530.0","1,700.0","1,510.0","812.67M","5.96%"
"Jan 01, 2006","1,690.0","1,640.0","1,710.0","1,460.0","780.28M","5.63%"
"Feb 01, 2006","1,750.0","1,670.0","1,750.0","1,550.0","745.67M","3.55%"
"Mar 01, 2006","1,800.0","1,740.0","1,810.0","1,640.0","706.42M","2.86%"
"Apr 01, 2006","1,790.0","1,820.0","1,950.0","1,780.0","748.32M","-0.56%"
"May 01, 2006","1,530.0","1,780.0","1,850.0","1,470.0","760.60M","-14.53%"
"Jun 01, 2006","1,600.0","1,560.0","1,600.0","1,370.0","1.22B","4.58%"
"Jul 01, 2006","1,620.0","1,610.0","1,650.0","1,510.0","792.08M","1.25%"
"Aug 01, 2006","1,600.0","1,600.0","1,660.0","1,530.0","628.45M","-1.23%"
"Sep 01, 2006","1,520.0","1,600.0","1,630.0","1,410.0","669.29M","-5.00%"
"Oct 01, 2006","1,470.0","1,530.0","1,600.0","1,460.0","752.70M","-3.29%"
"Nov 01, 2006","1,480.0","1,470.0","1,510.0","1,360.0","786.25M","0.68%"
"Dec 01, 2006","1,470.0","1,490.0","1,520.0","1,440.0","564.75M","-0.68%"
"Jan 01, 2007","1,460.0","1,480.0","1,550.0","1,450.0","651.65M","-0.68%"
"Feb 01, 2007","1,460.0","1,460.0","1,540.0","1,390.0","840.38M","0.00%"
"Mar 01, 2007","1,330.0","1,450.0","1,470.0","1,260.0","910.70M","-8.90%"
"Apr 01, 2007","1,250.0","1,350.0","1,380.0","1,250.0","554.59M","-6.02%"
"May 01, 2007","1,400.0","1,260.0","1,430.0","1,240.0","836.17M","12.00%"
"Jun 01, 2007","1,360.0","1,400.0","1,430.0","1,340.0","623.02M","-2.86%"
"Jul 01, 2007","1,270.0","1,360.0","1,390.0","1,270.0","652.83M","-6.62%"
"Aug 01, 2007","1,110.0","1,240.0","1,240.0","1,020.0","1.23B","-12.60%"
"Sep 01, 2007","1,010.0","1,120.0","1,120.0","990.0","650.41M","-9.01%"
"Oct 01, 2007","1,139.0","1,097.0","1,214.0","992.0","1.25B","12.77%"
"Nov 01, 2007","1,089.0","1,121.0","1,136.0","881.0","1.41B","-4.39%"
"Dec 01, 2007","1,047.0","1,120.0","1,252.0","1,002.0","1.42B","-3.86%"
"Jan 01, 2008","1,033.0","1,019.0","1,068.0","862.0","1.13B","-1.34%"
"Feb 01, 2008","946.0","1,030.0","1,050.0","916.0","838.58M","-8.42%"
"Mar 01, 2008","860.0","906.0","933.0","782.0","1.03B","-9.09%"
"Apr 01, 2008","1,144.0","863.0","1,173.0","856.0","1.31B","33.02%"
"May 01, 2008","1,078.0","1,124.0","1,169.0","973.0","1.26B","-5.77%"
"Jun 01, 2008","941.0","1,082.0","1,156.0","926.0","1.32B","-12.71%"
"Jul 01, 2008","971.0","946.0","1,036.0","902.0","1.23B","3.19%"
"Aug 01, 2008","839.0","964.0","964.0","789.0","1.19B","-13.59%"
"Sep 01, 2008","893.0","832.0","962.0","741.0","1.75B","6.44%"
"Oct 01, 2008","598.0","913.0","946.0","490.0","2.29B","-33.03%"
"Nov 01, 2008","521.0","633.0","699.0","453.0","1.24B","-12.88%"
"Dec 01, 2008","549.0","519.0","596.0","427.0","1.95B","5.37%"
"Jan 01, 2009","510.0","578.0","590.0","457.0","1.14B","-7.10%"
"Feb 01, 2009","454.0","486.0","512.0","404.0","1.09B","-10.98%"
"Mar 01, 2009","476.0","438.0","553.0","377.0","1.89B","4.85%"
"Apr 01, 2009","535.0","490.0","550.0","470.0","1.94B","12.39%"
"May 01, 2009","598.0","530.0","699.0","519.0","1.97B","11.78%"
"Jun 01, 2009","598.0","604.0","670.0","582.0","1.86B","0.00%"
"Jul 01, 2009","566.0","595.0","613.0","528.0","1.36B","-5.35%"
"Aug 01, 2009","594.0","585.0","619.0","580.0","1.07B","4.95%"
"Sep 01, 2009","482.0","594.0","599.0","475.0","1.34B","-18.86%"
"Oct 01, 2009","495.0","477.0","512.0","439.0","1.75B","2.70%"
"Nov 01, 2009","482.0","485.0","523.0","441.0","1.66B","-2.63%"
"Dec 01, 2009","452.0","477.0","507.0","437.0","3.32B","-6.22%"
"Jan 01, 2010","468.0","458.0","506.0","450.0","2.46B","3.54%"
"Feb 01, 2010","449.0","475.0","482.0","443.0","1.19B","-4.06%"
"Mar 01, 2010","490.0","454.0","504.0","453.0","1.23B","9.13%"
"Apr 01, 2010","494.0","491.0","520.0","483.0","1.68B","0.82%"
"May 01, 2010","441.0","473.0","480.0","435.0","1.77B","-10.73%"
"Jun 01, 2010","405.0","441.0","449.0","399.0","1.36B","-8.16%"
"Jul 01, 2010","429.0","402.0","440.0","396.0","1.38B","5.93%"
"Aug 01, 2010","401.0","432.0","439.0","399.0","1.04B","-6.53%"
"Sep 01, 2010","389.0","401.0","424.0","386.0","984.70M","-2.99%"
"Oct 01, 2010","375.0","389.0","412.0","368.0","1.52B","-3.60%"
"Nov 01, 2010","396.0","371.0","420.0","364.0","1.30B","5.60%"
"Dec 01, 2010","439.0","395.0","446.0","391.0","1.43B","10.86%"
"Jan 01, 2011","426.0","446.0","469.0","422.0","1.34B","-2.96%"
"Feb 01, 2011","453.0","429.0","476.0","421.0","1.32B","6.34%"
"Mar 01, 2011","384.0","457.0","468.0","321.0","2.04B","-15.23%"
"Apr 01, 2011","387.0","388.0","402.0","367.0","1.35B","0.78%"
"May 01, 2011","375.0","397.0","404.0","367.0","1.08B","-3.10%"
"Jun 01, 2011","390.0","376.0","393.0","355.0","1.10B","4.00%"
"Jul 01, 2011","392.0","396.0","419.0","381.0","1.11B","0.51%"
"Aug 01, 2011","344.0","406.0","415.0","329.0","1.37B","-12.24%"
"Sep 01, 2011","354.0","347.0","359.0","322.0","879.20M","2.91%"
"Oct 01, 2011","345.0","344.0","362.0","324.0","823.14M","-2.54%"
"Nov 01, 2011","328.0","343.0","347.0","318.0","840.49M","-4.93%"
"Dec 01, 2011","327.0","341.0","353.0","322.0","722.56M","-0.30%"
"Jan 01, 2012","349.0","331.0","362.0","325.0","835.92M","6.73%"
"Feb 01, 2012","420.0","352.0","431.0","351.0","1.70B","20.34%"
"Mar 01, 2012","412.0","420.0","448.0","400.0","1.54B","-1.90%"
"Apr 01, 2012","387.0","421.0","427.0","383.0","1.37B","-6.07%"
"May 01, 2012","340.0","382.0","383.0","335.0","1.22B","-12.14%"
"Jun 01, 2012","378.0","336.0","381.0","328.0","1.09B","11.18%"
"Jul 01, 2012","381.0","385.0","398.0","350.0","1.16B","0.79%"
"Aug 01, 2012","356.0","375.0","384.0","356.0","1.02B","-6.56%"
"Sep 01, 2012","366.0","356.0","398.0","349.0","896.12M","2.81%"
"Oct 01, 2012","361.0","364.0","375.0","352.0","959.38M","-1.37%"
"Nov 01, 2012","377.0","360.0","385.0","345.0","872.05M","4.43%"
"Dec 01, 2012","461.0","380.0","462.0","371.0","1.46B","22.28%"
"Jan 01, 2013","521.0","477.0","526.0","449.0","2.12B","13.02%"
"Feb 01, 2013","513.0","526.0","548.0","499.0","2.14B","-1.54%"
"Mar 01, 2013","558.0","513.0","592.0","509.0","2.03B","8.77%"
"Apr 01, 2013","663.0","558.0","679.0","515.0","3.04B","18.82%"
"May 01, 2013","595.0","660.0","750.0","585.0","2.62B","-10.26%"
"Jun 01, 2013","612.0","593.0","625.0","552.0","2.11B","2.86%"
"Jul 01, 2013","601.0","622.0","677.0","598.0","1.41B","-1.80%"
"Aug 01, 2013","576.0","607.0","645.0","576.0","1.00B","-4.16%"
"Sep 01, 2013","627.0","578.0","662.0","575.0","989.50M","8.85%"
"Oct 01, 2013","620.0","629.0","646.0","598.0","915.84M","-1.12%"
"Nov 01, 2013","659.0","627.0","669.0","606.0","1.11B","6.29%"
"Dec 01, 2013","694.0","660.0","696.0","630.0","1.36B","5.31%"
"Jan 01, 2014","623.0","689.0","697.0","623.0","1.40B","-10.23%"
"Feb 01, 2014","587.0","623.0","632.0","581.0","1.34B","-5.78%"
"Mar 01, 2014","567.0","579.0","610.0","519.0","1.64B","-3.41%"
"Apr 01, 2014","542.0","575.0","587.0","523.0","1.27B","-4.41%"
"May 01, 2014","573.0","547.0","586.0","542.0","1.29B","5.72%"
"Jun 01, 2014","621.0","578.0","642.0","578.0","1.31B","8.38%"
"Jul 01, 2014","615.6","623.0","638.0","588.1","1.14B","-0.87%"
"Aug 01, 2014","598.2","611.3","622.3","571.0","824.94M","-2.83%"
"Sep 01, 2014","620.2","600.0","639.8","597.6","875.97M","3.68%"
"Oct 01, 2014","632.2","619.2","636.0","546.2","1.16B","1.93%"
"Nov 01, 2014","686.4","657.0","686.4","622.0","1.25B","8.57%"
"Dec 01, 2014","664.5","685.1","700.3","642.5","1.13B","-3.19%"
"Jan 01, 2015","632.3","658.4","659.4","604.0","898.06M","-4.85%"
"Feb 01, 2015","777.7","623.4","792.0","617.4","1.65B","23.00%"
"Mar 01, 2015","743.7","783.8","811.0","735.2","1.66B","-4.37%"
"Apr 01, 2015","855.9","742.6","895.0","735.6","1.85B","15.09%"
"May 01, 2015","921.2","848.0","931.3","830.2","1.97B","7.63%"
"Jun 01, 2015","879.8","911.6","936.8","851.0","1.76B","-4.49%"
"Jul 01, 2015","900.0","880.1","911.5","803.7","1.45B","2.30%"
"Aug 01, 2015","800.1","903.0","905.0","716.0","1.74B","-11.10%"
"Sep 01, 2015","716.4","797.1","802.8","692.2","1.37B","-10.46%"
"Oct 01, 2015","790.6","730.7","803.8","721.5","1.15B","10.36%"
"Nov 01, 2015","790.0","777.5","841.8","760.8","1.18B","-0.08%"
"Dec 01, 2015","757.1","793.8","815.0","740.5","1.13B","-4.16%"
"Jan 01, 2016","609.4","748.8","763.5","572.0","1.62B","-19.51%"
"Feb 01, 2016","486.6","580.0","591.0","431.9","2.64B","-20.15%"
"Mar 01, 2016","521.5","482.5","583.5","480.4","1.98B","7.17%"
"Apr 01, 2016","520.1","520.0","593.0","467.1","2.00B","-0.27%"
"May 01, 2016","553.8","495.0","555.0","490.0","1.31B","6.48%"
"Jun 01, 2016","455.9","550.0","555.7","435.0","1.65B","-17.68%"
"Jul 01, 2016","522.0","461.8","535.3","425.8","1.81B","14.50%"
"Aug 01, 2016","564.1","522.0","565.8","489.9","1.62B","8.07%"
"Sep 01, 2016","505.1","568.0","592.0","493.6","1.93B","-10.46%"
"Oct 01, 2016","544.6","511.4","549.8","502.3","1.33B","7.82%"
"Nov 01, 2016","669.8","547.1","697.0","492.0","3.32B","22.99%"
"Dec 01, 2016","720.2","690.0","773.3","681.9","2.51B","7.52%"
"Jan 01, 2017","730.9","740.0","758.2","696.0","1.46B","1.49%"
"Feb 01, 2017","738.4","716.9","778.8","713.3","1.48B","1.03%"
"Mar 01, 2017","699.7","746.9","778.0","699.7","1.46B","-5.24%"
"Apr 01, 2017","709.2","699.3","723.0","642.2","1.40B","1.36%"
"May 01, 2017","690.9","705.1","739.6","680.0","1.23B","-2.58%"
"Jun 01, 2017","754.8","685.1","777.7","684.2","1.61B","9.25%"
"Jul 01, 2017","700.0","754.8","770.7","699.3","1.00B","-7.26%"
"Aug 01, 2017","674.1","704.0","726.6","645.2","1.22B","-3.70%"
"Sep 01, 2017","730.7","678.9","735.8","652.3","1.25B","8.40%"
"Oct 01, 2017","762.5","726.6","794.8","711.2","1.66B","4.35%"
"Nov 01, 2017","792.1","770.0","806.3","730.6","1.57B","3.88%"
"Dec 01, 2017","826.4","807.1","847.3","764.4","1.60B","4.33%"
"Jan 01, 2018","820.8","841.5","894.4","820.8","1.37B","-0.68%"
"Feb 01, 2018","762.3","834.9","861.0","756.5","1.45B","-7.13%"
"Mar 01, 2018","697.0","753.9","754.3","674.6","1.31B","-8.57%"
"Apr 01, 2018","733.2","698.8","755.7","680.5","1.14B","5.19%"
"May 01, 2018","655.8","728.0","745.0","655.7","1.32B","-10.56%"
"Jun 01, 2018","631.1","656.6","689.9","607.6","1.34B","-3.77%"
"Jul 01, 2018","689.4","626.1","718.5","610.4","1.42B","9.24%"
"Aug 01, 2018","670.8","694.4","714.2","641.0","1.14B","-2.70%"
"Sep 01, 2018","709.1","668.0","728.5","663.1","1.03B","5.71%"
"Oct 01, 2018","684.8","705.1","740.9","640.1","1.45B","-3.43%"
"Nov 01, 2018","624.5","683.9","694.9","608.3","1.43B","-8.81%"
"Dec 01, 2018","537.9","630.2","637.4","514.7","1.24B","-13.87%"
"Jan 01, 2019","583.6","527.9","586.6","526.4","883.71M","8.50%"
"Feb 01, 2019","576.7","579.0","593.4","566.8","873.88M","-1.18%"
"Mar 01, 2019","550.0","580.3","584.5","545.8","957.49M","-4.63%"
"Apr 01, 2019","549.9","556.6","581.8","542.6","900.32M","-0.02%"
"May 01, 2019","501.1","548.1","548.5","493.2","1.09B","-8.87%"
"Jun 01, 2019","512.0","495.3","517.7","493.0","845.88M","2.18%"
"Jul 01, 2019","524.2","522.0","534.2","514.3","768.82M","2.38%"
"Aug 01, 2019","510.4","530.0","543.8","490.5","883.18M","-2.63%"
"Sep 01, 2019","548.4","507.2","577.8","505.6","1.07B","7.45%"
"Oct 01, 2019","569.8","550.5","579.3","522.1","863.86M","3.90%"
"Nov 01, 2019","578.1","562.2","595.9","561.6","823.01M","1.46%"
"Dec 01, 2019","593.2","581.4","603.0","574.3","794.37M","2.61%"
"Jan 01, 2020","568.5","584.8","586.2","560.8","731.62M","-4.16%"
"Feb 01, 2020","531.9","560.0","583.0","523.0","941.80M","-6.44%"
"Mar 01, 2020","403.0","522.5","532.5","380.0","2.62B","-24.23%"
"Apr 01, 2020","434.3","400.0","441.3","383.4","1.59B","7.77%"
"May 01, 2020","444.2","428.0","467.9","403.0","1.23B","2.28%"
"Jun 01, 2020","421.6","445.0","489.2","420.1","1.51B","-5.09%"
"Jul 01, 2020","393.2","423.3","435.2","392.8","1.19B","-6.74%"
"Aug 01, 2020","442.5","400.0","449.4","399.4","1.05B","12.54%"
"Sep 01, 2020","416.1","440.5","449.6","415.9","1.06B","-5.97%"
"Oct 01, 2020","410.2","422.9","436.5","404.8","854.55M","-1.42%"
"Nov 01, 2020","448.5","414.1","481.8","414.0","1.57B","9.34%"
"Dec 01, 2020","456.1","449.4","463.2","441.1","1.07B","1.69%"
"Jan 01, 2021","469.3","456.2","511.6","448.0","1.18B","2.89%"
"Feb 01, 2021","558.0","469.0","573.0","468.9","1.37B","18.90%"
"Mar 01, 2021","591.7","560.1","660.3","556.4","2.29B","6.04%"
"Apr 01, 2021","578.0","599.9","613.8","565.2","1.08B","-2.32%"
"May 01, 2021","620.0","594.1","642.0","588.1","1.09B","7.27%"
"Jun 01, 2021","600.1","623.0","640.0","582.0","1.02B","-3.21%"
"Jul 01, 2021","578.5","603.7","607.8","564.4","831.65M","-3.60%"
"Aug 01, 2021","594.4","581.2","621.8","576.8","78.68M","2.75%"
"Sep 01, 2021","657.9","596.1","688.9","595.8","1.41B","10.68%"
"Oct 01, 2021","622.5","647.9","672.3","617.9","1.16B","-5.38%"
"Nov 01, 2021","601.4","631.5","655.8","601.4","947.50M","-3.39%"
"Dec 01, 2021","624.9","602.1","645.6","602.0","856.41M","3.91%"
"Jan 01, 2022","691.1","634.1","725.8","630.1","1.39B","10.59%"
"Feb 01, 2022","712.8","691.0","770.3","689.7","1.20B","3.14%"
"Mar 01, 2022","760.3","709.7","828.3","655.2","1.80B","6.66%"
"Apr 01, 2022","754.3","752.5","785.5","730.3","771.71M","-0.79%"
"May 01, 2022","729.7","751.9","780.9","708.2","921.44M","-3.26%"
"Jun 01, 2022","729.4","735.0","757.7","725.1","1.03B","-0.04%"
"Jul 01, 2022","745.4","729.6","747.7","696.6","59.64M","2.19%"
"Aug 01, 2022","721.1","745.5","749.5","697.2","95.06M","-3.26%"
"Sep 01, 2022","724.7","721.6","730.3","710.0","","0.50%"
